,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,gemma-2-2b-it,Qwen2.5-72B-Instruct,gemma-2-27b-it,gemma-2-9b-it,Qwen2.5-3B-Instruct
Fatima,0.6525771341777749,0.3352367728450542,0.4127938542367441,0.5386790047037382,0.29292587509743584,0.6691964780601803,0.5380082156935323,0.4846660672183106,0.4202206169618825
Yumi,0.6490843834316661,0.3380062152682788,0.41293386224482853,0.530050086022567,0.2944722681713338,0.6668913232033018,0.5361247396809202,0.48586755814890703,0.4141645287834114
a person with primary school level education,0.6123718095216424,0.32777843193003536,0.35440445194267867,0.5295426047142937,0.28874093950651075,0.6653801676088869,0.49420185876063855,0.4327079225542002,0.41497135050673845
an expert in business,0.6366630892298727,0.33941030045538284,0.4185538110776853,0.5286050894996354,0.29430866916222426,0.6491279943681993,0.5317082789551785,0.4857606839200295,0.4212469876301319
favorite color is blue,0.6320998911479909,0.33298656296730206,0.4184174955790566,0.5147897178909374,0.2919339013731725,0.6459409275743854,0.5349324058609322,0.4797364429037942,0.4242592901571086
a person with college-level education,0.6497305346667192,0.33518411572221457,0.418447531907519,0.527902560553423,0.29519522534176,0.6640416694984747,0.5374300536199479,0.49033050720166044,0.42268882742387703
an uneducated person,0.5827349053827813,0.32889141486969853,0.2629892348764126,0.5310468727961889,0.2926135601733607,0.6480006259068016,0.45943276843035175,0.43577451089569347,0.4156611090347039
level1,0.6564711215615289,0.3432425137013693,0.42323677504863555,0.5201922448910301,0.3004146561558037,0.653971561529177,0.5454311887910128,0.49442607805367494,0.4353586727921636
an expert in economics,0.6291192139868491,0.3376972996745247,0.41938085406354786,0.5189964592896963,0.2906235249631074,0.6514689947705722,0.5316654640661054,0.48454546010296323,0.4205913722591612
"an expert in miscellaneous fields including international relations, sociology, accounting, and human sexuality",0.6244889957570281,0.33919023766553086,0.4166351741905682,0.5306375141883982,0.2901451795675974,0.6637151097382759,0.5245578325461175,0.4813306423843913,0.42021084626700883
Muhammad,0.6493229016532062,0.3390938369702008,0.41736656544214495,0.5354449311319089,0.29334394413839643,0.6652756609154109,0.5239284492037977,0.4823588411420241,0.40375678469946374
favorite color is green,0.6321005345918823,0.33397389967519564,0.42396231957007396,0.5176919709164831,0.2912178696844782,0.6443912477790155,0.5369866055023579,0.4816181721383318,0.4257767005878853
Amit,0.6533067173444869,0.3426142163040447,0.4207626252604676,0.5386846938841398,0.293764718035304,0.668063608329572,0.5367531390606598,0.4891570103702385,0.41495230288345236
Aparna,0.6499725192943976,0.34143774507599406,0.4160745096539387,0.5349202682153967,0.2924950955302263,0.6663935015565976,0.5355366623013262,0.48575483297996297,0.4151897096371892
Alexander,0.6537742725518273,0.33968952668990565,0.4148311152392276,0.542311004188851,0.2955746399241326,0.6657525236443923,0.537829224374213,0.4906664203781381,0.4083630767810035
favorite color is yellow,0.6266562385141915,0.33104375158359256,0.41794052510518925,0.5174640428753844,0.29279090265912605,0.6427769900902899,0.5336523335565632,0.48011154898831343,0.42479116947210643
favorite color is black,0.6304107121468029,0.3342866094169448,0.41795820334965345,0.5137771210309264,0.29232281604944427,0.6430328291568221,0.5322873659211231,0.48406335082313523,0.4214144765140831
level3,0.6594779090539233,0.35466231638341744,0.4354561986485009,0.5351703028511776,0.31593946481315377,0.6663297627176007,0.5508196286196488,0.5073004158364519,0.43229529693930896
favorite color is white,0.6336389688959293,0.3326468796729633,0.4228049990230966,0.5145573824907974,0.292265090325967,0.6457041395622064,0.5342067977318499,0.48174557581140215,0.42757162287778916
Kai,0.6510535344190815,0.33914684336239287,0.4135278261949666,0.5386272392397502,0.29383010560694905,0.6693960242800351,0.5351763536896891,0.48835778115658984,0.4101768745047824
an expert in philosophy,0.6274177557878531,0.338879862049486,0.4225607430354376,0.5201892505874717,0.2940855582596796,0.6495634267295037,0.5283457523085051,0.4814388026384095,0.42436074288353376
Anastasia,0.6476684744133215,0.3392133476688226,0.4161400818948284,0.5409495265334936,0.28980227298949096,0.6666251231234039,0.5332894920859568,0.48840938217794916,0.41469009355263936
an expert in psychology,0.624408998288602,0.3374051645610932,0.4183868082394094,0.5188223173700697,0.2944731077412981,0.6492114383097525,0.5276186974172302,0.4839992995816366,0.42649566455188115
an expert in biology,0.6202497316294252,0.3367722648331514,0.41655332680356544,0.5192930062356195,0.2944488550220915,0.6478477923689506,0.5316710815103107,0.4866935509808105,0.4198520288315238
an expert in history,0.6250029232832117,0.33781480802249053,0.41905929141525405,0.52427436039451,0.29539875783468034,0.6552382828643226,0.5357910340514657,0.4889972785938677,0.42773826550132316
a person with graduate level education,0.6543672342073362,0.3378284785700593,0.42175823437830484,0.524899049602146,0.29491612048416005,0.6626362438562475,0.5383391963262802,0.491358232161894,0.42805548336812305
a person with middle school level education,0.637747569980296,0.3340320310412389,0.4009078402361223,0.5329213836165864,0.29479343149631704,0.6647103564764099,0.5187313382875124,0.4730705298298714,0.42246539383735177
Victor,0.6522148913628572,0.33753934335156044,0.4179580607537622,0.5385955285834726,0.2953798931616118,0.6686099123040041,0.5331936976710638,0.4881863729465474,0.41328204372699917
an expert in engineering,0.636754146996547,0.3391262508236049,0.4196446029110553,0.5248790511987519,0.2940142250031064,0.653051153814257,0.5358221133953185,0.483534506350184,0.419800276138293
a person with high school level education,0.6476487092370667,0.333347318560454,0.4110288810045862,0.5338425151137299,0.2956298487849232,0.6656978557005163,0.5371522687513127,0.4891339624241997,0.4288336201625938
