,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,gemma-2-2b-it,Qwen2.5-72B-Instruct,gemma-2-27b-it,gemma-2-9b-it,Qwen2.5-3B-Instruct
an uneducated person,0.701853209336251,0.22600145878920497,0.27306199854121077,0.6617871991247265,0.2514024434719183,0.6982819110138585,0.6128369803063458,0.5174378191101385,0.5175827862873814
level1,0.694603209336251,0.3566362144420131,0.35273030634573305,0.6523234865061999,0.41533278628738146,0.6995749452954048,0.6238665207877462,0.45418490153172864,0.5271661196207148
Muhammad,0.6806139679066375,0.3951363967906637,0.3404843180160467,0.6587871991247265,0.3619429248723559,0.6854485776805251,0.5561648431801605,0.39942687819110134,0.5301916484318017
Aparna,0.6659513129102844,0.3455125820568927,0.3318794675419402,0.6560734865061999,0.33587436177972285,0.6692509117432531,0.6011918307804522,0.43285029175784095,0.5314699124726477
an expert in inductive reasoning,0.6766354850474107,0.3758676148796499,0.41399398249452957,0.6506568198395333,0.4248677972283005,0.699549416484318,0.6427966812545587,0.5606447848285923,0.5310572574762946
an expert in tracking shuffled objects,0.6829943471918308,0.37382312180889865,0.34311469730124,0.6472401531728665,0.39945915390226117,0.6885063822027717,0.6204163019693655,0.5132589350838803,0.5244241429613421
Alexander,0.6694042669584245,0.3478203865791393,0.331195295404814,0.6580371991247265,0.35444566010211526,0.6756340262582057,0.6086447848285923,0.4640009117432531,0.5313140043763676
an expert in hunting,0.6897228300510576,0.3663701677607586,0.37436342086068564,0.6492078774617068,0.34177899343544854,0.6761044857768053,0.6198477388767324,0.5388557622173595,0.531093544857768
favorite color is yellow,0.6903894967177243,0.35912016776075856,0.365319110138585,0.6547724288840262,0.3775747629467542,0.6689861415025529,0.6175399343544858,0.5363732676878191,0.4938650619985412
an expert in applying contextual information,0.6876502552881109,0.34937946754194016,0.35558242159008024,0.6468342450765864,0.40408953318745444,0.701589715536105,0.632582968636032,0.502519693654267,0.534147337709701
an expert in multi-step implicit reasoning,0.6724473012399709,0.3614642596644785,0.38267396061269143,0.6537509117432532,0.42035302698760035,0.7002631291028446,0.6337388767323122,0.5618772793581328,0.5464511305616339
Kai,0.6657886579139315,0.33546954777534643,0.3237248358862145,0.6591675784099198,0.3512897520058352,0.6806515317286652,0.5967428884026258,0.44493234865062004,0.5406728665207877
an expert in sudoku,0.6722913931436907,0.4473448212983224,0.4259442013129103,0.6511097738876732,0.38126695842450764,0.6902200948212983,0.6410144055433991,0.4442990517870168,0.5159859591539022
level3,0.6710964624361779,0.3472397884755653,0.3386859956236324,0.6479901531728666,0.38776021152443474,0.7106582786287381,0.604717359591539,0.4099711889132021,0.5242239241429614
favorite color is black,0.7035198760029175,0.34194401896425963,0.36651258205689274,0.6606057622173597,0.36148468271334794,0.6737066010211524,0.617561451495259,0.5430184172137127,0.5040102115244347
favorite color is white,0.6825816921954777,0.3340784099197666,0.3544830415754924,0.6575371991247265,0.36763657913931436,0.6722213712618527,0.626858497447119,0.5312791757840992,0.501343544857768
Anastasia,0.6674983588621444,0.3445085703865791,0.29558369803063456,0.6588342450765864,0.36243763676148794,0.6816515317286652,0.5469928884026258,0.45445386579139313,0.5252239241429614
Victor,0.672643508388038,0.3364184901531728,0.31079741064916117,0.6606783369803063,0.3870572574762947,0.6789781181619257,0.5977281181619256,0.45780871626549957,0.5300277169948943
an expert in communicating effectively,0.6698639679066375,0.3435568927789934,0.34680689277899346,0.6532401531728665,0.40323869438366156,0.6851260029175783,0.6089969000729394,0.3764644420131291,0.5280612691466083
a person with graduate level education,0.6724473012399709,0.32522355944566006,0.3588163749088257,0.6503705324580599,0.3936150619985412,0.6912563822027717,0.6206272793581328,0.43312308533916843,0.5037547410649161
favorite color is green,0.6912698760029177,0.35255962800875273,0.37848978847556525,0.6577616703136397,0.34640809628008756,0.6687939460247994,0.6290506929248723,0.5368840262582057,0.5015102115244348
a person with high school level education,0.6732376002917578,0.2924411013858498,0.2903429978118162,0.6552146243617798,0.3545665572574763,0.6944230488694384,0.587014405543399,0.4496635667396061,0.5105813274981765
a person with middle school level education,0.6885816921954777,0.2927381473377097,0.29923687089715534,0.648000911743253,0.3459321663019694,0.6947819110138584,0.5684055433989789,0.4563154631655726,0.5268878555798687
