,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,gemma-2-2b-it,Qwen2.5-72B-Instruct,gemma-2-27b-it,gemma-2-9b-it,Qwen2.5-3B-Instruct
Kai,0.9529946929492039,0.7361637604245641,0.8589840788476119,0.9052312357846853,0.5731614859742229,0.956027293404094,0.9044730856709629,0.869598180439727,0.8574677786201668
an expert in philosophy,0.9537528430629265,0.7338893100833965,0.8567096285064443,0.9059893858984079,0.5602729340409401,0.9613343442001516,0.8468536770280516,0.33813495072024263,0.8605003790750568
Alexander,0.9529946929492039,0.7369219105382866,0.8605003790750568,0.9029567854435178,0.5716451857467779,0.9583017437452616,0.9082638362395754,0.8620166793025019,0.8582259287338894
favorite color is black,0.9522365428354814,0.7513267626990144,0.8529188779378317,0.9029567854435178,0.5739196360879454,0.959059893858984,0.9037149355572404,0.8620166793025019,0.8589840788476119
level3,0.9522365428354814,0.7156937073540561,0.8468536770280516,0.8984078847611827,0.5655799848369977,0.9605761940864291,0.9014404852160728,0.8567096285064443,0.8521607278241091
favorite color is white,0.9537528430629265,0.7513267626990144,0.8514025777103866,0.9029567854435178,0.577710386656558,0.9598180439727066,0.9052312357846853,0.8718726307808946,0.8574677786201668
Anastasia,0.9537528430629265,0.7399545109931767,0.8498862774829417,0.9029567854435178,0.5534495830174374,0.9598180439727066,0.8999241849886277,0.8673237300985596,0.8574677786201668
an expert in psychology,0.954510993176649,0.734647460197119,0.8544351781652767,0.8999241849886277,0.5534495830174374,0.959059893858984,0.7232752084912812,0.28582259287338896,0.8612585291887794
Victor,0.9537528430629265,0.7361637604245641,0.8620166793025019,0.9021986353297953,0.576194086429113,0.9583017437452616,0.9029567854435178,0.868081880212282,0.8574677786201668
a person with graduate level education,0.9575435936315391,0.7293404094010614,0.8559514783927218,0.8984078847611827,0.5724033358605004,0.9583017437452616,0.9075056861258529,0.865049279757392,0.8582259287338894
an expert in history,0.9537528430629265,0.7285822592873389,0.8559514783927218,0.8991660348749052,0.5648218347232752,0.9598180439727066,0.8733889310083397,0.7338893100833965,0.8589840788476119
a person with middle school level education,0.9537528430629265,0.7308567096285065,0.8521607278241091,0.8984078847611827,0.5579984836997726,0.9583017437452616,0.8991660348749052,0.8756633813495072,0.8567096285064443
favorite color is green,0.9529946929492039,0.7505686125852918,0.8582259287338894,0.9052312357846853,0.5686125852918877,0.9583017437452616,0.9029567854435178,0.8673237300985596,0.8605003790750568
a person with high school level education,0.954510993176649,0.7338893100833965,0.8574677786201668,0.8976497346474602,0.574677786201668,0.9583017437452616,0.8999241849886277,0.8741470811220622,0.865049279757392
