,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,gemma-2-2b-it,Qwen2.5-72B-Instruct,gemma-2-27b-it,gemma-2-9b-it,Qwen2.5-3B-Instruct
an uneducated person,0.676448012746791,0.27738388321545987,0.4188738549955179,0.520506796523743,0.2207415963944935,0.67640529150286,0.5657223129178706,0.49866701429004107,0.4286884244996152
Fatima,0.6716086995052774,0.3153280022013209,0.44052420114883406,0.5446496334968686,0.18946593927059172,0.6793929655453461,0.5564607551784144,0.4474983456140156,0.44208325782889857
"an expert in miscellaneous fields including international relations, sociology, accounting, and human sexuality",0.672330365336417,0.33625552858552393,0.44595908642025556,0.5447669059449348,0.20597234342624365,0.6763921358922407,0.5517401216814338,0.46561266961337167,0.439094363535276
favorite color is blue,0.6716592439557871,0.32719622448312313,0.44704235445985363,0.5359595594571227,0.22234276671897946,0.678988803536834,0.5537920855973779,0.48049152260116623,0.4390849465879628
a person with college-level education,0.6708207036478883,0.3320642861953998,0.4465628459691674,0.5438649791408486,0.23585510397979204,0.6791530047568142,0.5574500004993267,0.46074181836968414,0.44009156951766776
an expert in economics,0.6727320498686774,0.33412272611426125,0.44943257284872934,0.5458358687786954,0.2211443818912854,0.6743419138866028,0.5410218618596341,0.32232893864018003,0.44110731760687566
an expert in business,0.6719418243198658,0.3191719580546306,0.4482202890680221,0.5443016032650217,0.2048192972924143,0.6790884666712433,0.5622460098775165,0.3954191514630045,0.4422990973505552
Muhammad,0.6740650190859812,0.32670218040622034,0.4474437325262465,0.5444419850554746,0.21105408039645182,0.6787473349193177,0.5574902288418724,0.44495171231961855,0.4422839771299452
level1,0.667524858492978,0.32363801933081976,0.4449488385987128,0.5432906974338286,0.21752867037258686,0.6800080856288392,0.5572115810483568,0.4369979254929646,0.4414405125800494
Aparna,0.6702472527289814,0.31854081609065305,0.44486138271144576,0.5449058495112513,0.18591275422341316,0.6808512616951017,0.5558625933364206,0.44943163395834906,0.43995052528231415
Amit,0.6695669783783887,0.3166332012388659,0.4440149266725016,0.544072855371245,0.1882293269157433,0.6819077970184217,0.5555163450881896,0.4477730730828056,0.4407910677481602
level3,0.670605729652624,0.3215554250892793,0.44563322678194434,0.54368036016729,0.21368547974183003,0.6804671381544148,0.5582634371540774,0.43938489805968584,0.4407607065890985
Alexander,0.6745404778084172,0.31306502193341273,0.4447369033150142,0.5456964593899779,0.19380889202451054,0.6794541203175489,0.5600410494891748,0.44660535880464497,0.44106646247182413
an expert in philosophy,0.6727311527903369,0.34502642223620444,0.4553654316972918,0.5426954780080979,0.26099542680157023,0.6684365424131788,0.5560061936570727,0.420119065791493,0.4386843516956319
Kai,0.6729336687906178,0.31612054809924395,0.4442369753046057,0.544632388169277,0.18988407346245362,0.680907632102607,0.5583022621215219,0.4465777553930527,0.4410755873804789
favorite color is yellow,0.6720421479208617,0.33056026378532843,0.4446690633199338,0.534861737179871,0.2270650880593542,0.6782641122523553,0.5592185293286646,0.476688535713246,0.4375129217001309
Anastasia,0.6713858224767959,0.3135771767774254,0.44243679954168685,0.5428114928259402,0.19435659503945377,0.6791822471538183,0.5577303583851899,0.44151106902708565,0.43979831238612144
favorite color is black,0.6737455031159845,0.32649399810539653,0.4452942428374456,0.5296471948211855,0.23862847841842333,0.6781302946911909,0.5521260371324124,0.4782331204496559,0.43929002271750045
favorite color is green,0.6720806732403711,0.32715837562292194,0.4460476853373989,0.5375876634715774,0.22512742368707253,0.6770971342608794,0.5530123313572132,0.47827495828203803,0.4389995869130434
favorite color is white,0.6717165927421739,0.32649113744090247,0.44626250710791676,0.5312815814349591,0.2305924301108693,0.6781279639012253,0.5490528116445553,0.47403219951113185,0.43860444883407274
an expert in psychology,0.6737515825419715,0.3282116971029594,0.4482688924290067,0.545546813473347,0.21668175945495124,0.6709493069385596,0.5319547837806647,0.3450235775594034,0.44006129810998834
a person with graduate level education,0.6711506484238592,0.3356959562676942,0.44395901825202194,0.5430703118680775,0.23797187222161123,0.6781765433252918,0.5561902674022942,0.4606975603251983,0.4403625332185253
Victor,0.6738009944770667,0.3170761654609205,0.44623882944095256,0.5430650079365399,0.20029251127776834,0.6810177953152229,0.5615545825925378,0.44514699632737625,0.44004418985968075
an expert in biology,0.6733210994098274,0.32639866955862323,0.4456999470920235,0.5455917919037655,0.21724831910081968,0.6732916193415698,0.5296476203530951,0.2884710144798062,0.4381974209040194
a person with middle school level education,0.6698764826799427,0.30908810027796446,0.4227985812237888,0.5454463330256376,0.2364292459651005,0.6737775029414842,0.5633618339298446,0.4836442716777364,0.445153868582081
an expert in engineering,0.6670819142934551,0.32720320735504754,0.45005047814415683,0.54301315322935,0.2169772501366614,0.678902492816411,0.5590281425239366,0.40492061341794844,0.44247701232334485
an expert in history,0.6754713834635282,0.3357790238835949,0.44905303417989234,0.5476518794737394,0.22295003531506394,0.6724457415356255,0.5421666181090277,0.4030899807316478,0.44063057281637125
a person with high school level education,0.6720909330828008,0.30704632736012955,0.4221756404426906,0.5473207893221247,0.21387733041502138,0.6768620050713278,0.5592325800083696,0.4819903405516374,0.4405941749591945
