,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,gemma-2-2b-it,Qwen2.5-72B-Instruct,gemma-2-27b-it,gemma-2-9b-it,Qwen2.5-3B-Instruct
favorite color is blue,0.6436196426083785,0.32846446856483164,0.38652127363438865,0.5161766917910117,0.2847789917934471,0.6485929727876865,0.5128580319905371,0.4689759814749187,0.4131000447660936
level1,0.6561652175602036,0.3406389519767584,0.40655684261723596,0.5208068912218669,0.29006506101603563,0.6568477771152611,0.5314632594912497,0.48018824176588204,0.4210523130151322
an expert in business,0.6484964962105798,0.3399130414249364,0.3946449143438503,0.5261934026675468,0.28823380665001386,0.6529020765648454,0.5169792058108198,0.46361098347264446,0.4196921375547252
Fatima,0.6490076045896357,0.3325684573621701,0.3841615802101327,0.5330486920950239,0.28537549743631146,0.6684917734153436,0.5160819992524607,0.4679053792323857,0.408612526464439
"an expert in miscellaneous fields including international relations, sociology, accounting, and human sexuality",0.6484133160690246,0.33681110309463447,0.3999506836371376,0.5217251257138235,0.2844248518774573,0.6566932035767609,0.5131049712854707,0.4682632988748709,0.4173281936726675
an uneducated person,0.5708709269528035,0.301793564974136,0.2291635401732968,0.5224174938846794,0.24029789775718355,0.6600863783761592,0.38273326181170775,0.33486207418680713,0.41770213514910365
an expert in economics,0.6493245654235996,0.3358911511987772,0.4010464818299088,0.5192997394412585,0.2877189172640557,0.6587589671540407,0.5161503295503824,0.45767332904960106,0.4210413560480447
a person with college-level education,0.6519689905713084,0.33173498257746836,0.40398246978992397,0.5276561062255344,0.2871873162049633,0.652356539759803,0.5234614994066938,0.471949970256246,0.42153894937041214
a person with primary school level education,0.5923093926906079,0.31875315736396886,0.3291629840463361,0.5252306169029762,0.2781327482500016,0.6578201228427257,0.47376027709807406,0.38090699318200155,0.4182350746217954
Muhammad,0.644379803860982,0.33323698483870673,0.37938478533584646,0.5384314051520688,0.2868432138325134,0.6607177224815092,0.5087170598500873,0.4603845084736771,0.40003871149446985
Aparna,0.6493709487000914,0.32964005910377836,0.3814738693845174,0.5283960701791395,0.28733122500898756,0.664961686536708,0.515859307768544,0.47075084622480656,0.4136177312515508
an expert in philosophy,0.6398738248643673,0.3355469933833901,0.3946372740733963,0.5264495823516985,0.28801956607503343,0.6580704663969252,0.515394408815347,0.4459438994522872,0.4199360201694298
Alexander,0.6493947097015816,0.3346229244428107,0.3910167999733106,0.532389340022352,0.2865231323698982,0.6644319669960854,0.5140960769467225,0.47037786601979065,0.4097768024225483
favorite color is yellow,0.6447371776567141,0.32567852666680597,0.38557914963062073,0.5128371788166793,0.28336375430640637,0.6496820791782321,0.5106219631957127,0.46967661093774155,0.40816302724322845
an expert in psychology,0.6466088405280214,0.3381676217744844,0.40165844804672324,0.524354863083748,0.2877758141556673,0.6559243862760509,0.5112502745849113,0.4343058554747477,0.4213756593053713
Kai,0.6488229014174686,0.3330327355606239,0.38617469685095557,0.5323040765866384,0.2865947481448283,0.6648235941058946,0.5143476923893867,0.47250469705949094,0.40897771190605614
level3,0.6517334720633982,0.34644301763084734,0.41446564453306456,0.5236038735195775,0.3039557519332893,0.6563573845566235,0.5418602654863826,0.49257710302761926,0.431518456001596
Amit,0.6504630931916153,0.3331339008922053,0.38014219046970343,0.5311146622549929,0.28719211240393755,0.6661224569143351,0.5121777363720109,0.4680769311274417,0.4109373963619226
favorite color is green,0.6425187515878986,0.324452359947948,0.3827239227056626,0.5184861611672936,0.28564080636167877,0.6515168276021395,0.5107591908981878,0.46836560265015986,0.4130204467182481
favorite color is black,0.6438049806776022,0.3291330465590606,0.3829599909441466,0.5160463031951779,0.28667819830766933,0.6488637533949325,0.5127400002131198,0.4675752360792363,0.40791221798362637
favorite color is white,0.6460252895697698,0.32607385052432336,0.38255954210123544,0.5146451692023966,0.2879814469758596,0.6511686291545528,0.5131813610869621,0.46551398815728845,0.4104389363047831
Anastasia,0.6464532426364533,0.3312627059125948,0.37901949397994317,0.5287568252824688,0.2866436918288171,0.6695742080529437,0.5131492352958418,0.4719988943637627,0.4102809399786359
Victor,0.6522966100029269,0.3320963387896193,0.38187574933538865,0.5360735516597271,0.2836386709261095,0.6642038266643515,0.5150848845207077,0.4712525901914954,0.40882721877030914
an expert in biology,0.6393397998660078,0.33165003440129237,0.39459047539677405,0.5253266435171786,0.2870687121035428,0.6561565044068416,0.5167822230664036,0.45010792606193556,0.4206093870677271
a person with middle school level education,0.6345119315115083,0.3303921175309596,0.3752813262623245,0.5317407936225312,0.2817603981130348,0.6633592011077896,0.49963182978752224,0.4338592977319786,0.4189955768308224
a person with graduate level education,0.6536160732064686,0.33332119005722366,0.402471521642865,0.5293918024020472,0.28661866417408,0.6526933299398813,0.5217366385163789,0.47299940508941,0.4183290192713388
an expert in engineering,0.6474178605772319,0.33368178496253165,0.39330774437969096,0.5238698988818583,0.28561885284166727,0.6547701053150758,0.5176419374608022,0.468932756968004,0.42032122351332585
an expert in history,0.6466528201491553,0.3354810011986159,0.3989379618086227,0.5236563295392395,0.28994336402948306,0.6628041019163537,0.5195226119988706,0.4570233305773285,0.4193615879518645
a person with high school level education,0.6434728364444017,0.3303065096685391,0.38813277598748297,0.5317507011854896,0.2879228366798836,0.6578096538935395,0.5187864434113972,0.46730377311024907,0.42012203298797246
